time_s,time_h,Vladimir,Zheleznogorsk,Khabarovsk,Murmansk,Novosibirsk,Vladivostok,Yakutsk,Minsk,Almaty,Urumqi,Delhi,Yangon,Jakarta,Tehran,Johannesburg,Nairobi,Luanda,Havana,Caracas,Buenos_Aires
0.0,0.0,4,4,2,6,4,3,5,3,3,2,2,2,2,1,2,2,2,2,2,1
600.0,0.1667,2,3,3,6,4,2,5,3,2,2,2,1,3,2,2,2,2,2,2,2
1200.0,0.3333,4,4,3,5,3,2,3,3,3,3,2,2,2,2,1,3,2,1,2,2
1800.0,0.5,4,4,2,4,3,2,4,3,3,2,1,1,2,2,1,2,1,2,2,3
2400.0,0.6667,4,3,3,5,3,2,5,4,2,2,2,1,2,2,2,2,0,2,2,2
3000.0,0.8333,4,3,3,6,3,1,5,3,2,2,3,2,2,2,2,2,0,2,1,2
3600.0,1.0,4,4,3,6,4,2,5,3,2,2,2,3,2,2,2,2,1,2,1,2
4200.0,1.1667,3,5,3,5,4,4,4,4,2,2,2,2,2,2,2,1,2,2,1,2
4800.0,1.3333,4,4,3,4,3,4,4,4,2,2,2,2,2,1,3,2,2,2,2,1
5400.0,1.5,4,3,3,5,3,2,5,3,2,2,1,3,2,1,2,1,2,2,2,2
6000.0,1.6667,3,2,2,5,2,1,5,3,2,4,2,2,0,2,3,0,2,2,2,3
6600.0,1.8333,4,4,2,5,3,3,5,3,3,3,2,1,0,2,2,1,2,2,2,2
7200.0,2.0,2,3,2,5,4,2,4,3,2,2,3,2,0,2,2,1,2,1,1,2
7800.0,2.1667,4,4,2,5,4,2,3,4,2,3,3,2,2,3,1,2,2,1,2,2
8400.0,2.3333,4,3,2,4,3,2,5,3,4,3,2,1,2,3,2,2,2,2,2,3
9000.0,2.5,4,4,2,6,3,3,5,4,4,2,2,2,2,2,2,2,2,2,2,1
9600.0,2.6667,3,3,2,6,4,2,5,3,1,2,2,2,2,1,2,2,2,2,3,1
10200.0,2.8333,4,4,3,7,3,2,5,2,3,3,2,2,2,2,2,2,2,1,3,2
10800.0,3.0,4,4,3,4,4,2,5,4,3,2,1,2,2,2,3,2,1,1,2,2
11400.0,3.1667,4,3,4,4,4,3,5,4,2,2,1,2,2,2,1,2,0,2,2,2
12000.0,3.3333,4,3,3,7,4,3,5,4,2,2,2,2,2,2,2,2,0,2,1,2
12600.0,3.5,3,2,4,7,3,2,5,2,2,2,2,2,2,2,2,2,1,2,1,3
13200.0,3.6667,4,4,4,6,4,4,5,4,3,3,2,2,2,3,2,1,2,2,0,2
13800.0,3.8333,3,4,3,4,3,4,6,4,2,2,2,2,2,2,1,1,2,2,1,2
14400.0,4.0,4,3,3,5,4,2,5,3,2,3,2,2,2,2,2,0,2,2,1,1
15000.0,4.1667,3,3,4,5,3,2,5,2,2,4,1,2,1,2,3,1,4,2,2,2
15600.0,4.3333,4,4,2,5,3,3,5,3,2,4,2,1,1,2,2,1,2,3,2,2
16200.0,4.5,3,3,3,5,4,2,5,3,1,1,2,1,0,2,2,2,2,2,2,2
16800.0,4.6667,3,4,2,5,4,2,3,3,2,3,2,1,2,3,2,2,2,2,2,3
17400.0,4.8333,4,4,2,4,3,2,5,3,4,3,2,1,2,2,2,2,2,2,2,4
18000.0,5.0,4,4,3,5,3,2,5,4,4,2,2,1,2,2,2,2,2,2,2,2
18600.0,5.1667,3,4,2,6,3,2,5,3,2,2,2,1,2,2,3,2,2,2,2,1
19200.0,5.3333,2,4,3,6,3,2,5,2,2,2,2,3,3,2,2,2,2,2,2,2
